"","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
"651",2004-11-12,"After the Sunset",57000000,28328132,38329114,"New Line","PG-13","Action"
"652",2001-08-17,"Captain Corelli's Mandolin",57000000,25528495,62097495,"Miramax","R","Drama"
"653",2003-04-11,"Anger Management",56000000,135560942,195660942,"Sony Pictures","PG-13","Comedy"
"654",2005-03-04,"The Pacifier",56000000,113006880,198006880,"Walt Disney","PG","Comedy"
"655",2004-04-02,"Walking Tall",56000000,46213824,47313824,"MGM","PG-13","Action"
"656",1994-07-06,"Forrest Gump",55000000,330151138,679850637,"Paramount Pictures","PG-13","Drama"
"657",2007-12-14,"Alvin and the Chipmunks",55000000,217326974,362605033,"20th Century Fox","PG","Adventure"
"658",2000-10-06,"Meet the Parents",55000000,166225040,330425040,"Universal","PG-13","Comedy"
"659",2006-12-15,"The Pursuit of Happyness",55000000,162586036,307311093,"Sony Pictures","PG-13","Drama"
"660",1995-06-10,"Pocahontas",55000000,141579773,347100000,"Walt Disney","G","Adventure"
"661",1978-12-15,"Superman",55000000,134218018,300200000,"Warner Bros","PG","Adventure"
"662",1996-06-28,"The Nutty Professor",55000000,128814019,273814019,"Universal","PG-13","Comedy"
"663",2017-02-10,"Fifty Shades Darker",55000000,114434010,381437482,"Universal","R","Drama"
"664",2013-10-11,"Captain Phillips",55000000,107136417,220648184,"Sony Pictures","PG-13","Drama"
"665",1997-07-16,"George Of The Jungle",55000000,105263257,174463257,"Walt Disney","PG","Adventure"
"666",2003-08-01,"American Wedding",55000000,104354205,126425115,"Universal","R","Comedy"
"667",2017-11-10,"Murder on the Orient Express",55000000,102826543,345924923,"20th Century Fox","PG-13","Drama"
"668",2014-09-26,"The Equalizer",55000000,101530738,192903624,"Sony Pictures","R","Action"
"669",2018-02-09,"Fifty Shades Freed",55000000,100407760,371222158,"Universal","R","Drama"
"670",1995-05-26,"Casper",55000000,100328194,282300000,"Universal","PG","Comedy"
"671",2010-04-09,"Date Night",55000000,98711404,152269033,"20th Century Fox","PG-13","Comedy"
"672",1995-05-12,"Crimson Tide",55000000,91387195,159387195,"Walt Disney","R","Action"
"673",1994-12-09,"Disclosure",55000000,83015089,212200000,"Warner Bros","R","Drama"
"674",1998-04-10,"City of Angels",55000000,78750909,198750909,"Warner Bros","PG-13","Drama"
"675",2015-01-16,"Paddington",55000000,76223578,258789097,"Weinstein Co","PG","Adventure"
"676",2006-04-28,"R.V.",55000000,71724497,87473024,"Sony Pictures","PG","Adventure"
"677",1994-10-28,"Stargate",55000000,71565669,196565669,"MGM","PG-13","Action"
"678",2003-10-10,"Kill Bill: Volume 1",55000000,70098138,176469428,"Miramax","R","Action"
"679",2011-06-17,"Mr. Poppers's Penguins",55000000,68224452,189624452,"20th Century Fox","PG","Adventure"
"680",1999-08-13,"Bowfinger",55000000,66458769,98699769,"Universal","PG-13","Comedy"
"681",2004-04-16,"Kill Bill: Volume 2",55000000,66207920,153535982,"Miramax","R","Action"
"682",1989-12-22,"Tango & Cash",55000000,63408614,63408614,"Warner Bros","R","Action"
"683",1992-07-31,"Death Becomes Her",55000000,58422650,149022650,"Universal","PG-13","Comedy"
"684",2013-11-01,"Free Birds",55000000,55750480,110387072,"Relativity","PG","Adventure"
"685",1992-05-22,"Alien 3",55000000,54927174,158500000,"20th Century Fox","R","Action"
"686",2008-04-18,"The Forbidden Kingdom",55000000,52075270,129075270,"Lionsgate","PG-13","Action"
"687",2014-03-21,"Muppets Most Wanted",55000000,51178893,79312301,"Walt Disney","PG","Adventure"
"688",2016-08-19,"Kubo and the Two Strings",55000000,48023088,77548564,"Focus Features","PG","Adventure"
"689",1998-09-25,"Ronin",55000000,41610884,70692101,"MGM","R","Action"
"690",2010-11-24,"Burlesque",55000000,39440655,90552675,"Sony Pictures","PG-13","Drama"
"691",1996-10-11,"The Ghost and the Darkness",55000000,38564422,38564422,"Paramount Pictures","R","Action"
"692",2012-07-27,"The Watch",55000000,34353000,67130045,"20th Century Fox","R","Comedy"
"693",1999-06-04,"Instinct",55000000,34105207,34105207,"Walt Disney","R","Drama"
"694",2003-12-12,"Stuck On You",55000000,33832741,63537164,"20th Century Fox","PG-13","Comedy"
"695",2008-02-29,"Semi-Pro",55000000,33479698,43980363,"New Line","R","Comedy"
"696",2015-10-16,"Crimson Peak",55000000,31090320,75466595,"Universal","R","Horror"
"697",2012-04-27,"The Pirates! Band of Misfits",55000000,31051126,136143605,"Sony Pictures","PG","Adventure"
"698",2005-12-02,"Aeon Flux",55000000,25857987,53913573,"Paramount Pictures","PG-13","Action"
"699",2007-10-12,"Elizabeth: The Golden Age",55000000,16285240,74870866,"Universal","PG-13","Drama"
"700",2009-06-12,"Imagine That",55000000,16222392,16222392,"Paramount Pictures","PG","Adventure"
"701",2003-02-21,"Gods and Generals",55000000,12882934,12923936,"Warner Bros","PG-13","Drama"
"702",2013-02-01,"Bullet to the Head",55000000,9489829,22597969,"Warner Bros","R","Action"
"703",2006-09-22,"All the King's Men",55000000,7221458,9521458,"Sony Pictures","PG-13","Drama"
"704",2004-07-30,"Thunderbirds",55000000,6768055,28231444,"Universal","PG","Adventure"
"705",2004-11-26,"Un long dimanche de fian̤ailles",55000000,6167817,69759296,"Warner Bros","R","Drama"
"706",2007-05-04,"Lucky You",55000000,5755286,6521829,"Warner Bros","PG-13","Drama"
"707",1998-07-22,"Lolita",55000000,1147784,1147784,"MGM","R","Drama"
"708",1981-06-19,"Superman II",54000000,108185706,108185706,"Warner Bros","PG","Adventure"
"709",2002-03-22,"Blade 2",54000000,81676888,154338601,"New Line","R","Action"
"710",2006-07-14,"You, Me and Dupree",54000000,75802010,130402010,"Universal","PG-13","Comedy"
"711",2008-12-19,"Seven Pounds",54000000,69951824,166617328,"Sony Pictures","PG-13","Drama"
"712",1990-12-25,"The Godfather: Part III",54000000,66520529,66520529,"Paramount Pictures","R","Drama"
"713",2005-10-14,"Elizabethtown",54000000,26850426,50719373,"Paramount Pictures","PG-13","Drama"
"714",2005-08-05,"The Dukes of Hazzard",53000000,80270227,109848461,"Warner Bros","PG-13","Comedy"
"715",2015-09-18,"Black Mass",53000000,62575678,98837872,"Warner Bros","R","Drama"
"716",2006-10-20,"Flags of Our Fathers",53000000,33602376,63657941,"Paramount Pictures","R","Drama"
"717",2007-04-06,"Grindhouse",53000000,25031037,50187789,"Weinstein Dimension","R","Horror"
"718",1998-10-16,"Beloved",53000000,22852487,22852487,"Walt Disney","R","Drama"
"719",2012-12-19,"Zero Dark Thirty",52500000,95720716,134612435,"Sony Pictures","R","Drama"
"720",2002-12-25,"Catch Me if You Can",52000000,164606800,355612291,"Dreamworks SKG","PG-13","Drama"
"721",1995-11-22,"Casino",52000000,42438300,110400000,"Universal","R","Drama"
"722",2011-08-05,"The Change-Up",52000000,37243418,75997067,"Universal","R","Comedy"
"723",1998-12-23,"The Thin Red Line",52000000,36400491,97709034,"20th Century Fox","R","Drama"
"724",1999-12-22,"Man on the Moon",52000000,34580635,47407635,"Universal","R","Drama"
"725",2003-04-16,"Bulletproof Monk",52000000,23010607,23010607,"MGM","PG-13","Action"
"726",2006-11-22,"Deck the Halls",51000000,35093569,46815807,"20th Century Fox","PG","Comedy"
"727",2009-11-20,"The Twilight Saga: New Moon",50000000,296623634,687557727,"Summit Entertainment","PG-13","Drama"
"728",2001-05-18,"Shrek",50000000,267655011,491812794,"Dreamworks SKG","PG","Adventure"
"729",2012-06-29,"Ted",50000000,218665740,556016627,"Universal","R","Adventure"
"730",2014-06-13,"22 Jump Street",50000000,191719337,331333876,"Sony Pictures","R","Comedy"
"731",1991-06-14,"Robin Hood: Prince of Thieves",50000000,165493908,390500000,"Warner Bros","PG-13","Adventure"
"732",2015-12-25,"Daddy۪s Home",50000000,150357137,242757137,"Paramount Pictures","PG-13","Comedy"
"733",1998-12-25,"Patch Adams",50000000,135014968,202173000,"Universal","PG-13","Comedy"
"734",2016-06-17,"Central Intelligence",50000000,127440871,217196811,"Warner Bros","PG-13","Comedy"
"735",2013-12-18,"Anchorman 2: The Legend Continues",50000000,127352707,172185754,"Paramount Pictures","PG-13","Comedy"
"736",2002-06-28,"Mr. Deeds",50000000,126293452,171269535,"Sony Pictures","PG-13","Comedy"
"737",2000-03-17,"Erin Brockovich",50000000,125548685,257805243,"Universal","R","Drama"
"738",2018-02-09,"Peter Rabbit",50000000,115234093,347134901,"Sony Pictures","PG","Adventure"
"739",2008-12-19,"Yes Man",50000000,97690976,225990976,"Warner Bros","PG-13","Comedy"
"740",2014-02-28,"Non-Stop",50000000,91742160,222383055,"Universal","PG-13","Action"
"741",1998-12-25,"Stepmom",50000000,91137662,159745279,"Sony TriStar","PG-13","Drama"
"742",2013-08-09,"Disney Planes",50000000,90282580,238059569,"Walt Disney","PG","Adventure"
"743",2017-07-28,"The Emoji Movie",50000000,86089513,216508301,"Sony Pictures","PG","Adventure"
"744",2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328,"Warner Bros","PG-13","Comedy"
"745",2017-12-22,"The Post",50000000,81903458,179769457,"20th Century Fox","PG-13","Drama"
"746",1999-02-05,"Payback",50000000,81526121,161626121,"Paramount Pictures","R","Action"
"747",1995-06-09,"Congo",50000000,81022333,152022333,"Paramount Pictures","PG-13","Adventure"
"748",2005-03-18,"The Ring Two",50000000,75941727,161941727,"Dreamworks SKG","PG-13","Horror"
"749",2011-12-23,"We Bought a Zoo",50000000,75624550,118729073,"20th Century Fox","PG","Drama"
"750",2011-09-23,"Moneyball",50000000,75605492,111300835,"Sony Pictures","PG-13","Drama"
"751",2004-06-11,"Garfield: The Movie",50000000,75367693,208094550,"20th Century Fox","PG","Adventure"
"752",2004-11-24,"Christmas with the Kranks",50000000,73701902,96469187,"Sony Pictures","PG","Comedy"
"753",2006-03-17,"V for Vendetta",50000000,70511035,130214162,"Warner Bros","R","Action"
"754",2009-03-13,"Race to Witch Mountain",50000000,67172595,105103784,"Walt Disney","PG","Adventure"
"755",2005-06-22,"Herbie: Fully Loaded",50000000,66010682,144110682,"Walt Disney","G","Adventure"
"756",2003-02-07,"Shanghai Knights",50000000,60470220,88316835,"Walt Disney","PG-13","Adventure"
"757",2014-07-18,"Planes: Fire and Rescue",50000000,59157732,156399644,"Walt Disney","PG","Adventure"
"758",2006-02-10,"Curious George",50000000,58640119,71052604,"Universal","G","Adventure"
"759",2012-04-06,"American Reunion",50000000,56758835,236799211,"Universal","R","Comedy"
"760",2013-01-25,"Hansel & Gretel: Witch Hunters",50000000,55703475,214949716,"Paramount Pictures","R","Action"
"761",2011-02-18,"I am Number Four",50000000,55100437,146195159,"Walt Disney","PG-13","Adventure"
"762",2002-05-08,"Unfaithful",50000000,52752475,119114494,"20th Century Fox","R","Drama"
"763",2004-09-10,"Resident Evil: Apocalypse",50000000,50740078,125168734,"Sony Pictures","R","Horror"
"764",2014-10-17,"The Book of Life",50000000,50151543,97651543,"20th Century Fox","PG","Adventure"
"765",1997-08-22,"G.I. Jane",50000000,48169156,48169156,"Walt Disney","R","Drama"
"766",2014-10-10,"The Judge",50000000,47119388,76119388,"Warner Bros","R","Drama"
"767",2006-04-21,"Silent Hill",50000000,46982632,94704227,"Sony Pictures","R","Horror"
"768",2000-08-11,"The Replacements",50000000,44737059,50054511,"Warner Bros","PG-13","Comedy"
"769",1998-07-29,"The Negotiator",50000000,44705766,49105766,"Warner Bros","R","Action"
"770",2016-08-19,"War Dogs",50000000,43034523,86234523,"Warner Bros","R","Comedy"
"771",1994-05-25,"Beverly Hills Cop III",50000000,42586861,119180938,"Paramount Pictures","R","Action"
"772",1990-06-15,"Gremlins 2: The New Batch",50000000,41476097,41476097,"Warner Bros","PG-13","Comedy"
"773",1997-09-26,"The Peacemaker",50000000,41263140,62967368,"Dreamworks SKG","R","Action"
"774",2000-02-11,"The Beach",50000000,39778599,39778599,"20th Century Fox","R","Drama"
"775",1994-02-18,"On Deadly Ground",50000000,38590458,38590458,"Warner Bros","R","Action"
"776",2009-11-25,"Ninja Assassin",50000000,38122883,62209892,"Warner Bros","R","Action"
"777",2004-05-28,"Raising Helen",50000000,37485528,49928680,"Walt Disney","PG-13","Comedy"
"778",1999-09-17,"For Love of the Game",50000000,35188640,46112640,"Universal","PG-13","Drama"
"779",1998-12-11,"Jack Frost",50000000,34645374,34645374,"Warner Bros","PG","Comedy"
"780",2010-06-04,"Marmaduke",50000000,33644788,89895930,"20th Century Fox","PG","Adventure"
"781",1996-06-28,"Striptease",50000000,33109743,113309743,"Sony Pictures","R","Comedy"
"782",1995-10-06,"Assassins",50000000,30306268,83306268,"Warner Bros","R","Action"
"783",2016-02-12,"Zoolander 2",50000000,28848693,55348693,"Paramount Pictures","PG-13","Comedy"
"784",2009-01-16,"Defiance",50000000,28644813,52987754,"Paramount Vantage","R","Drama"
"785",2015-03-13,"Run All Night",50000000,26461644,66961644,"Warner Bros","R","Action"
"786",1996-08-09,"Escape from L.A.",50000000,25426861,25426861,"Paramount Pictures","R","Action"
"787",2004-12-10,"The Life Aquatic with Steve Zissou",50000000,24006726,34806726,"Walt Disney","R","Comedy"
"788",1999-08-04,"The Iron Giant",50000000,23159305,31333917,"Warner Bros","PG","Adventure"
"789",2011-04-08,"Your Highness",50000000,21596445,26121638,"Universal","R","Comedy"
"790",2016-09-16,"Snowden",50000000,21587519,34841016,"Open Road","R","Drama"
"791",2011-09-30,"Dream House",50000000,21302340,41642166,"Universal","PG-13","Horror"
"792",2016-06-24,"Free State of Jones",50000000,20810036,23237175,"STX Entertainment","R","Drama"
"793",2009-09-04,"Gamer",50000000,20534907,42002029,"Lionsgate","R","Action"
"794",2005-09-30,"Into the Blue",50000000,18782227,41982227,"Sony Pictures","PG-13","Adventure"
"795",1994-07-01,"Baby's Day Out",50000000,16581575,16581575,"20th Century Fox","PG","Adventure"
"796",1995-11-03,"Fair Game",50000000,11497497,26097497,"Warner Bros","R","Action"
"797",2011-02-25,"Drive Angry",50000000,10721033,41042583,"Summit Entertainment","R","Action"
"798",1997-11-07,"Mad City",50000000,10561038,10561038,"Warner Bros","PG-13","Drama"
"799",1995-10-13,"The Scarlet Letter",50000000,10359006,10359006,"Walt Disney","R","Drama"
"800",2005-10-14,"Domino",50000000,10169202,22969202,"New Line","R","Action"
"801",2018-02-16,"Early Man",50000000,8267544,44773318,"Lionsgate","PG","Adventure"
"802",2009-11-13,"The Boat That Rocked",50000000,8017467,37472651,"Focus Features","R","Comedy"
"803",2004-01-30,"The Big Bounce",50000000,6471394,6626115,"Warner Bros","PG-13","Comedy"
"804",2000-03-03,"What Planet Are You From?",50000000,6291602,6291602,"Sony Pictures","R","Comedy"
"805",2009-01-23,"Outlander",50000000,166003,1250617,"Third Rail","R","Adventure"
"806",2015-10-02,"Shanghai",50000000,46425,15505922,"Weinstein Co","R","Drama"
"807",2001-11-02,"The One",49000000,43905746,72689126,"Sony Pictures","PG-13","Action"
"808",2015-03-06,"Chappie",49000000,31569268,105002056,"Sony Pictures","R","Action"
"809",1990-07-11,"The Adventures of Ford Fairlane",49000000,20423389,20423389,"20th Century Fox","R","Comedy"
"810",1989-05-24,"Indiana Jones and the Last Crusade",48000000,197171806,474171806,"Paramount Pictures","PG-13","Adventure"
"811",2002-10-18,"The Ring",48000000,129094024,248218486,"Dreamworks SKG","PG-13","Horror"
"812",2000-12-27,"Traffic",48000000,124107476,208300000,"USA Films","R","Drama"
"813",2015-01-09,"Taken 3",48000000,89256424,327656424,"20th Century Fox","PG-13","Action"
"814",1999-10-01,"Three Kings",48000000,60652036,107752036,"Warner Bros","R","Action"
"815",2010-01-22,"Tooth Fairy",48000000,60022256,112610386,"20th Century Fox","PG","Adventure"
"816",2001-08-17,"Rat Race",48000000,56607223,86607223,"Paramount Pictures","PG-13","Comedy"
"817",2001-08-13,"K-PAX",48000000,50315140,50315140,"Universal","PG-13","Drama"
"818",2000-10-20,"Bedazzled",48000000,37879996,90376224,"20th Century Fox","PG-13","Comedy"
"819",1998-06-26,"Out of Sight",48000000,37562568,77562568,"Universal","R","Drama"
"820",1984-12-14,"The Cotton Club",48000000,25928721,25928721,"Orion Pictures",NA,"Drama"
"821",2008-01-25,"Rambo",47500000,42754105,112214531,"Lionsgate","R","Action"
"822",1990-06-15,"Dick Tracy",47000000,103738726,162738726,"Walt Disney","PG","Action"
"823",2016-11-11,"Arrival",47000000,100546139,203162211,"Paramount Pictures","PG-13","Drama"
"824",1996-06-14,"The Cable Guy",47000000,60240295,102825796,"Sony Pictures","PG-13","Comedy"
"825",2001-10-19,"Riding in Cars with Boys",47000000,29781453,29781453,"Sony Pictures","PG-13","Drama"
"826",2007-01-05,"Happily N'Ever After",47000000,15849032,37923818,"Lionsgate","PG","Adventure"
"827",2002-11-27,"Solaris",47000000,14970038,14970038,"20th Century Fox","PG-13","Drama"
"828",2010-06-18,"Jonah Hex",47000000,10547117,11022696,"Warner Bros","PG-13","Action"
"829",1996-02-23,"Mary Reilly",47000000,5707094,12900000,"Sony Pictures","R","Drama"
"830",2016-12-23,"Silence",46500000,7100177,23727516,"Paramount Pictures","R","Drama"
"831",1997-06-20,"My Best Friend's Wedding",46000000,126813153,298923419,"Sony Pictures","PG","Comedy"
"832",1996-11-22,"Star Trek: First Contact",46000000,92027888,150000000,"Paramount Pictures","PG-13","Adventure"
"833",1996-07-12,"Courage Under Fire",46000000,59003384,100833145,"20th Century Fox","R","Drama"
"834",1982-09-17,"Inchon",46000000,4408636,4408636,"MGM",NA,"Drama"
"835",1997-03-21,"Liar Liar",45000000,181410615,302710615,"Universal","PG-13","Comedy"
"836",1998-11-20,"A Bug's Life",45000000,162798565,363095319,"Walt Disney","G","Adventure"
"837",1994-05-27,"The Flintstones",45000000,130531208,358500000,"Universal","PG","Comedy"
"838",2003-10-24,"Scary Movie 3",45000000,110000082,155200000,"Miramax Dimension","PG-13","Comedy"
"839",2000-12-22,"Miss Congeniality",45000000,106807667,213420951,"Warner Bros","PG-13","Comedy"
"840",2017-12-22,"Pitch Perfect 3",45000000,104897530,185736412,"Universal","PG-13","Comedy"
"841",2008-07-11,"Journey to the Center of the Earth",45000000,101704370,243180937,"Warner Bros","PG","Adventure"
"842",1993-12-17,"The Pelican Brief",45000000,100768056,187995859,"Warner Bros","PG-13","Drama"
"843",2007-12-25,"The Bucket List",45000000,93466502,174807445,"Warner Bros","PG-13","Comedy"
"844",1994-07-20,"The Client",45000000,92115211,117615211,"Warner Bros","PG-13","Drama"
"845",2011-11-23,"The Muppets",45000000,88625922,160971922,"Walt Disney","PG","Adventure"
"846",1992-06-05,"Patriot Games",45000000,83287363,178100000,"Paramount Pictures","R","Action"
"847",2005-05-13,"Monster-in-Law",45000000,82931301,155931301,"New Line","PG-13","Comedy"
"848",2001-10-05,"Training Day",45000000,76261036,104505362,"Warner Bros","R","Drama"
"849",1999-12-24,"Galaxy Quest",45000000,71423726,90523726,"Dreamworks SKG","PG","Adventure"
"850",2001-07-04,"Scary Movie 2",45000000,71277420,141189101,"Miramax Dimension","R","Comedy"
"851",1998-08-21,"Blade",45000000,70141876,131237688,"New Line","R","Action"
"852",2005-01-14,"Coach Carter",45000000,67264877,76665507,"Paramount Pictures","PG-13","Drama"
"853",1997-04-11,"Anaconda",45000000,65598907,136998907,"Sony Pictures","PG-13","Horror"
"854",2006-01-20,"Underworld: Evolution",45000000,62318875,113417762,"Sony Pictures","R","Action"
"855",2000-08-04,"Coyote Ugly",45000000,60786269,113916474,"Walt Disney","PG-13","Drama"
"856",1996-08-09,"Jack",45000000,58617334,58617334,"Walt Disney","PG-13","Drama"
"857",1994-10-07,"The Specialist",45000000,57362581,57362581,"Warner Bros","R","Action"
"858",2016-12-09,"Office Christmas Party",45000000,54767494,91340376,"Paramount Pictures","R","Comedy"
"859",2005-11-23,"Yours, Mine and Ours",45000000,53359917,72359917,"Paramount Pictures","PG","Comedy"
"860",2007-09-21,"Resident Evil: Extinction",45000000,50648679,146162920,"Sony Pictures","R","Action"
"861",2004-12-25,"Fat Albert",45000000,48114556,48563556,"20th Century Fox","PG","Comedy"
"862",1994-09-30,"The River Wild",45000000,46815000,94215000,"Universal","PG-13","Action"
"863",2017-06-16,"All Eyez on Me",45000000,44922302,54876855,"Lionsgate","R","Drama"
"864",2006-01-13,"Last Holiday",45000000,38399961,43343247,"Paramount Pictures","PG-13","Comedy"
"865",2006-03-03,"16 Blocks",45000000,36895141,65595141,"Warner Bros","PG-13","Action"
